"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL572878";"TOZASERTIB";"MK-045|MK-0457|TOZASERTIB|Tozasertib|VX-68|VX-680";"MK-045|MK-0457|VX-68|VX-680";"2.0";"";"'-sertib'";"2008";"serine/threonine kinase inhibitors";"'-sertib(-sertib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1"
"CHEMBL350719";"ESMETHADONE";"(S)-Methadone|D-METHADONE|DEXTROMETHADONE|ESMETHADONE|REL-1017|S-METHADONE";"REL-1017";"3.0";"";"";"2021";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1"
"CHEMBL3666807";"VELSECORAT";"AZD 7594|AZD-7594|AZD7594|VELSECORAT";"AZD-7594|AZD7594";"2.0";"";"'-corat'";"2020";"glucocorticoid receptor agonists ( not glucocorticoids)";"'-corat(-corat)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCOC3)c2)c1)c1ccc2c(c1)OCCO2"
"CHEMBL4650493";"ZEDENOLEUCEL";"MT-401|ZEDENOLEUCEL|ZELENOLEUCEL";"MT-401";"2.0";"";"";"2021";"";"";"";"";"";"";"";"";"";"None";"8:Cell-based";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL146624";"MITOGLITAZONE";"CAY-10415|J730.386F|MSD-9|MSDC-0160|Mitoglitazone|PNU-91325|U-91325";"CAY-10415|J730.386F|MSD-9|MSDC-0160|PNU-91325|U-91325";"2.0";"";"'-glitazone'";"";"peroxisome proliferator activiating receptor (PPAR) agonists (thiazolidene derivatives)";"'-glitazone(-glitazone)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1"
"CHEMBL4297940";"ACLERASTIDE";"ACLERASTIDE|ASP-ARG-NLE-TYR-ILE-HIS-PRO|DSC-127|DSC127|NORLEU3-A(1-7)|NORLEU3-ANGIOTENSIN(1-7)|USB-001|USB-005|USB005";"DSC127|USB-001|USB-005|USB005";"3.0";"";"'-tide'";"";"peptides";"'-tide(-tide)'";"";"";"";"";"";"";"";"None";"5:Oligopeptide";"1";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2109574";"ASG-5ME";"ASG-5ME";"ASG-5ME";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"6:Antibody";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4297806";"PF-06747143";"PF-06747143";"PF-06747143";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"1";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL304902";"CLOTHIAPINE";"CLOTHIAPINE|CLOTIAPINE|Clothiapine|ENTUMIN|HF-2159";"HF-2159";"4.0";"";"'-pine'";"1966";"tricyclic compounds";"'-pine(-pine)'";"";"N05AH06";"N05AH - Diazepines, oxazepines, thiazepines and oxepines";"N05A - ANTIPSYCHOTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Antipsychotic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1"
"CHEMBL220808";"SARIZOTAN";"EMD-77697|SARIZOTAN";"EMD-77697";"3.0";"";"'-zotan'";"2005";"5-HT1A receptor agonists/antagonists acting primarily as neuroprotectors";"'-zotan(-zotan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Fc1ccc(-c2cncc(CNC[C@H]3CCc4ccccc4O3)c2)cc1"
"CHEMBL13280";"FLUNITRAZEPAM";"FLUNITRAZEPAM|N05CD03|RO 5-4200|RO-5-4200|RO-54200|Rohypnol";"N05CD03|RO 5-4200|RO-5-4200|RO-54200";"4.0";"";"'-azepam'";"1976";"antianxiety agents (diazepam type)";"'-azepam(-azepam)'";"";"N05CD03";"N05CD - Benzodiazepine derivatives";"N05C - HYPNOTICS AND SEDATIVES";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Sedative-Hypnotic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21"
"CHEMBL3545091";"XEN403";"XEN403";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1201786";"LAPYRIUM";"LAPYRIUM CATION|LAPYRIUM ION|Lapyrium";"";"4.0";"Chesebrough Ponds Inc";"'-ium'";"1972";"quaternary ammonium derivatives";"'-ium(-ium)'";"1982";"";"";"";"";"";"Pharmaceutic Aid (surfactant)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Discontinued";"CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1"
"CHEMBL462547";"URETHANE";"CARBAMIC ACID, ETHYL ESTER|ETHYL CARBAMATE|LEUCETHANE|NSC-746|O-ETHYLURETHANE|PRACARBAMINE|URETHAN|URETHANE";"NSC-746";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"CCOC(N)=O"
"CHEMBL3545334";"AVE8134";"AVE8134";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2219417";"IOFORMINOL";"AN-113111|FEK-256-062|GE-145|IOFORMINOL";"AN-113111|FEK-256-062|GE-145";"2.0";"";"'io-'";"2012";"iodine-containing contrast media";"'io-(io-)'";"";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"O=CN(CC(O)CN(C=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I"
"CHEMBL1201633";"ALGLUCERASE";"ALGLUCERASE|Ceredase";"";"4.0";"Genzyme Corporation";"'-ase'";"1992";"enzymes";"'-ase(-ase)'";"1991";"A16AB01";"A16AB - Enzymes";"A16A - OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS";"A16 - OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS";"A - ALIMENTARY TRACT AND METABOLISM";"Enzyme Replenisher (glucocerebrosidase)";"None";"2:Enzyme";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";""
"CHEMBL4650497";"PEGSITACIANINE";"ONM-100|ONM-100 DS|PEGSITACIANINE";"ONM-100|ONM-100 DS";"2.0";"";"'peg-'";"2020";"PEGylated compounds, covalent attachment of macrogol (polyethylene glycol) polymer";"'peg-(peg-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1201542";"INSULIN ZINC SUSP EXTENDED PURIFIED BEEF";"INSULIN ZINC SUSP EXTENDED PURIFIED BEEF|Insulin zinc susp extended purified beef|ULTRALENTE";"";"4.0";"Novo Nordisk Inc";"";"";"";"";"1982";"";"";"";"";"";"";"None";"5:Oligopeptide";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";""
"CHEMBL247951";"PEMAFIBRATE";"(R)-K-13675|K-13675, (R)-|PEMAFIBRATE";"(R)-K-13675";"3.0";"";"'-fibrate'";"";"antihyperlipidemics (clofibrate type)";"'-fibrate(-fibrate)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O"
"CHEMBL1909072";"PIPAMAZINE";"PIPAMAZINE";"";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1"
"CHEMBL1237123";"DOXACURIUM";"DOXACURIUM CATION|DOXACURIUM ION";"";"4.0";"Abbvie Inc";"'-ium'";"1990";"quaternary ammonium derivatives: neuromuscular blocking agents";"'-ium(-ium (-curium))'";"1991";"";"";"";"";"";"Neuromuscular Blocking Agent";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"1";"0";"0";"Discontinued";"COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC"
"CHEMBL1742471";"EBROTIDINE";"EBROTIDINE";"";"4.0";"";"'-tidine'";"";"H2-receptor antagonists (cimetidine type)";"'-tidine(-tidine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"NC(N)=Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1"
"CHEMBL592435";"DERENOFYLLINE";"DERENOFYLLINE|Derenofylline|SLV-320|SLV320";"SLV-320|SLV320";"2.0";"";"'-fylline'";"";"theophylline derivatives";"'-fylline(-fylline)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1"
"CHEMBL1663";"PERFLUTREN";"DEFINITY RT|DMP 115|DMP-115|Definity|FS-069|FS069|MRX-115|PERFLUOROPROPANE|PERFLUTREN";"DMP 115|DMP-115|FS-069|FS069|MRX-115";"4.0";"Lantheus Medical Imaging Inc";"'perflu-'";"1999";"blood substitutes and/or diagnostics (perfluorochemicals)";"'perflu-(perflu-)'";"2001";"";"";"";"";"";"";"US-9789210-B1";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"1";"Prescription Only";"FC(F)(F)C(F)(F)C(F)(F)F"
"CHEMBL1743032";"INTETUMUMAB";"CNTO 095|CNTO 95|CNTO-095|CNTO-95|INTETUMUMAB";"CNTO 095|CNTO 95|CNTO-095|CNTO-95";"2.0";"";"'-mab'";"2008";"monoclonal antibodies";"'-mab(-mab)'";"";"";"";"";"";"";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3545293";"FGF401";"FGF401";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL511115";"CILOMILAST";"ARIFLO|CILOMILAST|SB 207499|SB-207499";"SB 207499|SB-207499";"3.0";"";"'-ast'";"1999";"antiasthmatics/antiallergics (not acting primarily as antihistamines): type IV phosphodiesterase";"'-ast(-ast (-milast))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1"
"CHEMBL1373254";"CYCLOPENTHIAZIDE";"CYCLOPENTHIAZIDE|NAVIDREX|NSC-107679|SU-8341";"NSC-107679|SU-8341";"4.0";"";"'-thiazide'";"1962";"diuretics (thiazide derivatives)";"'-thiazide(-thiazide)'";"";"C03AA07";"C03AA - Thiazides, plain";"C03A - LOW-CEILING DIURETICS, THIAZIDES";"C03 - DIURETICS";"C - CARDIOVASCULAR SYSTEM";"Antihypertensive";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O"
"CHEMBL146095";"GLAFENINE";"GLAFENIN|GLAFENINE|GLAPHENINE|GLYCERYLAMINOPHENAQUINE|NSC-757808|R 1707|R-1707";"NSC-757808|R 1707|R-1707";"4.0";"";"'-fenine'";"";"analgesics (fenamic acid subgroup)";"'-fenine(-fenine)'";"";"N02BG03";"N02BG - Other analgesics and antipyretics";"N02B - OTHER ANALGESICS AND ANTIPYRETICS";"N02 - ANALGESICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12"
"CHEMBL32800";"FENOTEROL";"AIRUM|BERODUAL|BERODUAL N|BEROTEC|BEROTEC 100|BEROTEC 200|Berotec [as hydrobromide]|DOSBEROTEC|DUOVENT|FENOTEROL|FENOTEROL HBR|FENOTEROL HYDROBROMIDE|NSC-757811|PARTUSISTEN|TH 1165A|TH 1165A FREE BASE|TH 1165A [AS HYDROBROMIDE SALT]|TH-1165|TH-1165A|TH-1165A FREE BASE";"NSC-757811|TH 1165A|TH 1165A FREE BASE|TH 1165A [AS HYDROBROMIDE SALT]|TH-1165|TH-1165A|TH-1165A FREE BASE";"4.0";"";"'-terol'";"1971";"bronchodilators (phenethylamine derivatives)";"'-terol(-terol)'";"";"G02CA03 | R03CC04 | R03AC04";"G02CA - Sympathomimetics, labour repressants | R03CC - Selective beta-2-adrenoreceptor agonists | R03AC - Selective beta-2-adrenoreceptor agonists";"G02C - OTHER GYNECOLOGICALS | R03C - ADRENERGICS FOR SYSTEMIC USE | R03A - ADRENERGICS, INHALANTS";"G02 - OTHER GYNECOLOGICALS | R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES | R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"G - GENITO URINARY SYSTEM AND SEX HORMONES | R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM";"Bronchodilator";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1"
"CHEMBL1051";"LATANOPROST";"LATANOPROST|LATANOPROST (ISOPROPYL ESTER)|MONOPOST|PHXA-41|PHXA41|T-2345|T2345|XA-41|XA41|XELPROS|Xalatan";"PHXA-41|PHXA41|T-2345|T2345|XA-41|XA41";"4.0";"Somerset Therapeutics Llc|Amring Pharmaceuticals Inc|Dr Reddys Laboratories Ltd|Akorn Operating Co Llc|Fdc Ltd|Sun Pharmaceutical Industries Ltd|Aerie Pharmaceuticals Inc|Eugia Pharma Specialities Ltd|Sandoz Inc|Bausch And Lomb Inc";"'-prost'";"1996";"prostaglandins";"'-prost(-prost)'";"1996";"S01EE01";"S01EE - Prostaglandin analogues";"S01E - ANTIGLAUCOMA PREPARATIONS AND MIOTICS";"S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS";"Antiglaucoma Agent";"US-8394826-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"0";"1";"0";"Prescription Only";"CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O"
"CHEMBL3545065";"VEROSUDIL";"AR-12286|AR-12286 FREE BASE|VEROSUDIL|Verosudil";"AR-12286|AR-12286 FREE BASE";"2.0";"";"'-dil'";"2014";"vasodilators (undefined group): Rho protein kinase (ROCK) inhibitors";"'-dil(-dil (-sudil))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CN(C)C(C(=O)Nc1ccc2c(=O)[nH]ccc2c1)c1ccsc1"
"CHEMBL1201534";"DANAPAROID SODIUM";"DANAPAROID|DANAPAROID SODIUM|ORG 10172|ORG-10172|Orgaran|SODIUM DANAPAROID";"ORG 10172|ORG-10172";"4.0";"Aspen Global Inc";"'-paroid'";"1992";"antithrombotics (heparinoid type)";"'-paroid(-paroid)'";"1996";"B01AB09";"B01AB - Heparin group";"B01A - ANTITHROMBOTIC AGENTS";"B01 - ANTITHROMBOTIC AGENTS";"B - BLOOD AND BLOOD FORMING ORGANS";"Antithrombotic";"None";"-1:Unknown";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";""
"CHEMBL2108122";"PENTASTARCH";"ASL-607|INFUKOLL|PENTASTARCH|Pentaspan";"ASL-607";"4.0";"";"";"1987";"";"";"";"";"";"";"";"";"Leukopheresis Adjunct (red cell sedimenting agent)";"None";"3:Oligosaccharide";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3545300";"CP-459632";"CP-459632";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1201131";"PIPERONYL BUTOXIDE";"NSC-8401|PIPERONYL BUTOXIDE|PIPERONYL BUTOXIDE TECHNICAL";"NSC-8401";"4.0";"Bayer Healthcare Llc";"";"";"";"";"2000";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Over the Counter";"CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2"
"CHEMBL1200457";"GADOVERSETAMIDE";"GADOVERSETAMIDE|MP-1177|Optimark";"MP-1177";"4.0";"Liebel-Flarsheim Co Llc";"'gado-'";"1994";"gadolinium derivatives (principally for diagnostic use)";"'gado-(gado-)'";"1999";"V08CA06";"V08CA - Paramagnetic contrast media";"V08C - MAGNETIC RESONANCE IMAGING CONTRAST MEDIA";"V08 - CONTRAST MEDIA";"V - VARIOUS";"Diagnostic Aid (paramagnetic, brain disorders, spine disorders)";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"1";"0";"1";"Prescription Only";""
"CHEMBL2108388";"FERUCARBOTRAN";"FERUCARBOTRAN|ZK 132281";"ZK 132281";"2.0";"";"";"1997";"";"";"";"";"";"";"";"";"Diagnostic Aid (paramagnetic)";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3545240";"CLX-0921";"CLX-0921|THR-0921";"THR-0921";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2104386";"CARPERITIDE";"ATRIAL NATRIURETIC PEPTIDE|ATRIAL NATRIURETIC PEPTIDE CARPERITIDE|CARPERITIDE|SUN 4936|SUN-4936";"SUN 4936|SUN-4936";"3.0";"";"'-tide'";"2004";"peptides: atrial natriuretic type substances";"'-tide(-tide (-ritide))'";"";"";"";"";"";"";"";"None";"5:Oligopeptide";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CO)CSSC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)CNC1=O"
"CHEMBL3545283";"RIVICICLIB";"P 276-00 FREE BASE|P-276-00 FREE BASE|P276-00|Riviciclib";"";"2.0";"";"'-ciclib'";"";"cyclin dependent kinase inhibitors (formerly-cidib)";"'-ciclib(-ciclib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1CO"
"CHEMBL1195";"PROPOXYCAINE";"PROPOXYCAINE|Propoxycaine";"";"4.0";"Eastman Kodak Co";"'-caine'";"";"local anesthetics";"'-caine(-caine)'";"1982";"";"";"";"";"";"Anesthetic (local)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Discontinued";"CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC"
"CHEMBL1201210";"PROPIOMAZINE";"CB 1678|CB-1678|Dorevan|Dorevane|Indorm|Largon|PROPIOMAZINE|Propavan|WY-1359";"CB 1678|CB-1678|WY-1359";"4.0";"Hikma Pharmaceuticals Usa Inc";"";"1962";"";"";"1960";"N05CM06";"N05CM - Other hypnotics and sedatives";"N05C - HYPNOTICS AND SEDATIVES";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Sedative (pre-anesthetic)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"1";"0";"0";"Discontinued";"CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2"
"CHEMBL2109124";"DORLIMOMAB ARITOX";"DORLIMOMAB ARITOX|Dorlimomab aritox|MDX-RA|ST-1 4197X-RA";"MDX-RA|ST-1 4197X-RA";"1.0";"";"'-mab'";"";"monoclonal antibodies";"'-mab(-mab)'";"";"";"";"";"";"";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3545201";"TA-5493";"TA-5493";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL54349";"ALPIDEM";"ALPIDEM|Alpidem|SL 80.0342-00|SL-80.0342-00";"SL 80.0342-00|SL-80.0342-00";"4.0";"";"'-pidem'";"1987";"hypnotics/sedatives (zolpidem type)";"'-pidem(-pidem)'";"";"";"";"";"";"";"Anti-Anxiety Agent";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12"
"CHEMBL41306";"CNS-5161";"CNS 5161|CNS-5161";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CSc1cccc(N(C)C(=N)Nc2cc(SC)ccc2Cl)c1"
"CHEMBL2108332";"BEPERMINOGENE PERPLASMID";"BEPERMINOGENE PERPLASMID";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3545144";"TAS-115";"PAMUFETINIB|TAS-115";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4802153";"SONLICROMANOL";"KH-176|SONLICROMANOL";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(C(=O)N[C@@H]1CCCNC1)O2"
"CHEMBL4297905";"OSOCIMAB";"BAY 1213790|BAY-1213790|BAY1213790|OSOCIMAB";"BAY 1213790|BAY-1213790";"2.0";"";"'-mab'";"";"monoclonal antibodies";"'-mab(-mab)'";"";"";"";"";"";"";"";"None";"6:Antibody";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1201638";"INSULIN SUSP PROTAMINE ZINC PURIFIED PORK";"INSULIN SUSP PROTAMINE ZINC PURIFIED PORK|Insulin susp protamine zinc purified pork|PROTAMINE ZINC AND ILETIN II (PORK)";"";"4.0";"Eli Lilly And Co";"";"";"";"";"1979";"";"";"";"";"";"";"None";"5:Oligopeptide";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";""
"CHEMBL487";"DROLOXIFENE";"3-HYDROXYTAMOXIFEN|DROLOXIFENE|Droloxifene|E-Droloxifene|FK-435|K-060|K-21060E|K060|K060E";"FK-435|K-060|K-21060E|K060|K060E";"3.0";"";"'-ifene'";"1994";"antiestrogens of the clomifene and tamoxifen groups";"'-ifene(-ifene)'";"";"";"";"";"";"";"Antineoplastic";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1"
"CHEMBL1095283";"CARBENICILLIN PHENYL";"CARFECILLIN";"";"4.0";"";"'-cillin'";"1973";"penicillins";"'-cillin(-cillin)'";"";"G01AA08";"G01AA - Antibiotics";"G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS";"G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL2108290";"EPOETIN THETA";"EPOETIN THETA|EPORATIO";"";"4.0";"";"'-poetin'";"";"erythropoietins";"'-poetin(-poetin)'";"";"";"";"";"";"";"";"None";"5:Oligopeptide";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
